,D10,D11,D20,I10,I20I11_I10,I20_I10,fitting_error,seconds,tif_num,M3_c,M6_c,A51_c,A59_c,M3_i,M6_i,A59_i,A51_i,Sum,peaks,ISI
0,,,,,,,11.845554237736993,0.07,14.0,,,,,,,,,0.019766805693507198,1.0,2.0
1,45.95240410974352,26.53063288267089,22.97620205487176,36998.18780857898,1.1013769048854969,0.9525836690270043,0.009322453893814696,0.075,15.0,14.459417345433069,7.270944131993201,5.0700454248431,5.910843465997054,503.189364263867,590.4395916757203,109.5361346655998,265.2036571211561,-0.0005269842222332954,0.0,2.0
2,46.67669381435629,26.948801738600345,23.338346907178146,62877.19330970028,1.1700308893266371,1.0266374829939269,0.015437169149745468,0.08,16.0,14.472386635833416,7.262079916386067,5.141006065692962,5.932566310749917,869.136684793792,509.318604421788,373.13310161656267,122.06720015187986,0.00999649427831173,0.0,2.0
3,47.412819948380935,27.373804360237,23.706409974190468,83629.48007035267,1.0987106478244408,0.9583561035282185,0.011654673415129936,0.085,17.0,14.319599096747158,7.251839657935541,5.047413269481561,5.848912936294659,1082.9708102897157,469.1137140266385,1693.2755741146395,832.7749965838907,0.012563702650368214,0.0,2.0
4,48.205065116319055,27.83120732121025,24.102532558159528,95897.07752991894,1.0048038046409329,0.8596860271656015,0.013807185922559471,0.09,18.0,14.234792646247234,,5.1370596609211585,5.959827830433394,952.5557180978922,,1164.5916838830915,761.0350233243045,0.009687185287475586,0.0,2.0
5,,,,,,,0.26667030081906595,0.095,19.0,,,,,,,,,0.0073202475905418405,0.0,2.0
6,48.46761086236334,27.9827881783635,24.23380543118167,84183.22672102202,0.8609446356363736,0.7069516604329397,0.006475106941836173,0.1,20.0,14.320342665412284,7.23809226779275,5.082417632736987,5.811975333347059,667.837991663691,295.1247067689334,1933.1241466676431,274.9948819503324,0.01502219960093498,0.0,2.0
7,47.63574915970381,27.502512600404483,23.817874579851907,60206.5715694941,0.9594515635002355,0.813791852016161,0.01072386094943123,0.105,21.0,14.504090763430906,,5.03061332612455,5.823982746746343,516.9273923826067,,1707.7155330775918,267.4020245703209,0.028345348313450813,0.0,2.0
8,46.90487029215951,27.080539489482767,23.452435146079754,61499.313854872904,0.9746565378088655,0.817636767803479,0.017946175833789657,0.11,22.0,14.328607024848383,7.217094339669503,5.098479638078163,5.863833470419015,657.0164165437373,284.3849670562189,172.92807507494527,308.8502905186162,0.012826922349631786,0.0,2.0
9,46.35102415718914,26.760776274367995,23.17551207859457,56799.756026148185,0.9631438348100934,0.808850281672981,0.012630236598890288,0.115,23.0,14.4811382177853,7.268311862584605,5.056525819307805,5.862039955214017,761.0346430532495,482.8196253846312,1393.2892500574515,571.2996753052107,0.034577764570713036,0.0,2.0
