,seconds,Trig,EMG_amplitude,EMG_amplitude_filter,peaks
0,0.0,5.000049991798719,0.02019270630239349,-0.022205252339866883,0
1,4.0000000000040004e-05,5.000707572102282,0.020521496138282788,-0.022567055250673516,0
2,8.000000000008001e-05,5.000049991798719,0.020521496138282788,-0.022600030751521755,0
3,0.00011999999999989797,5.000378781950543,0.020521496138282788,-0.0226329684895636,0
4,0.00015999999999993797,5.001036362253937,0.019863916466630674,-0.0220082886046673,0
5,0.00019999999999997797,5.000707572102282,0.021507865646709548,-0.023685099431996117,0
6,0.00024000000000001798,5.000707572102282,0.02085028597429857,-0.023060343079371284,0
7,0.000280000000000058,5.000049991798719,0.021836655483104705,-0.024079497392805845,0
8,0.000320000000000098,5.000378781950543,0.021507865646709548,-0.023783453658453576,0
9,0.00035999999999991594,5.000378781950543,0.020521496138282788,-0.0228297913623246,0
10,0.00039999999999995595,5.000707572102282,0.02085028597429857,-0.023191249334003815,0
11,0.00043999999999999595,5.000378781950543,0.02117907581044083,-0.023552668042558376,0
12,0.00048000000000003595,5.000049991798719,0.02117907581044083,-0.023585257465377322,0
13,0.000520000000000076,5.000049991798719,0.022494235156274286,-0.02493296659837081,0
14,0.0005599999999998939,5.000378781950543,0.022823024993048696,-0.025294266400859522,0
15,0.0005999999999999339,5.000378781950543,0.02315181482994949,-0.025655526196522952,0
16,0.0006399999999999739,5.000378781950543,0.02315181482994949,-0.02568795596311097,0
17,0.0006800000000000139,5.000378781950543,0.023809394504130166,-0.026377925026767224,0
18,0.0007200000000000539,5.000378781950543,0.022823024993048696,-0.025423904343398293,0
19,0.0007600000000000939,5.001036362253937,0.02315181482994949,-0.025785002261887346,0
20,0.0007999999999999119,4.99972120164681,0.02315181482994949,-0.025817269413281545,0
21,0.0008399999999999519,5.000378781950543,0.02315181482994949,-0.025849495450705504,0
22,0.0008799999999999919,4.99972120164681,0.022823024993048696,-0.025552890353777974,0
23,0.0009200000000000319,4.99972120164681,0.02216544531962629,-0.02492745393969548,0
24,0.0009600000000000719,5.000707572102282,0.02117907581044083,-0.02397318602633385,0
25,0.001000000000000112,5.000707572102282,0.02117907581044083,-0.024005245776060908,0
26,0.0010399999999999299,4.99972120164681,0.02085028597429857,-0.02370847366127242,0
27,0.0010799999999999699,4.99972120164681,0.020521496138282788,-0.0234116593362669,0
28,0.0011200000000000099,5.000049991798719,0.019206336795484613,-0.022128433112473624,0
29,0.0011600000000000499,4.999392411494816,0.02019270630239349,-0.02314669316503067,0
30,0.0012000000000000899,5.000378781950543,0.01953512663099438,-0.02252096128488419,0
31,0.0012399999999999078,5.000707572102282,0.019206336795484613,-0.022223976305507365,0
32,0.0012799999999999478,5.000378781950543,0.019206336795484613,-0.02225573804611325,0
33,0.0013199999999999878,5.000049991798719,0.018877546960101396,-0.021958666655720344,0
34,0.0013600000000000279,5.000049991798719,0.01821996728971463,-0.021332761954940754,0
35,0.0014000000000000679,4.99972120164681,0.01756238761983417,-0.020706813599839804,0
36,0.0014400000000001079,4.99972120164681,0.016904807950460177,-0.020080821411298282,0
37,0.0014799999999999258,5.000049991798719,0.01789117745471111,-0.021098734383642546,0
38,0.0015199999999999658,5.000378781950543,0.017233597785083862,-0.02047265399090676,0
39,0.0015600000000000058,4.99972120164681,0.017233597785083862,-0.020504108898465073,0
40,0.0016000000000000458,5.000378781950543,0.01821996728971463,-0.021521888763523275,0
41,0.0016400000000000858,5.000049991798719,0.018877546960101396,-0.022210834069744514,0
42,0.0016799999999999038,5.000378781950543,0.018877546960101396,-0.022242154803861675,0
43,0.0017199999999999438,4.99972120164681,0.018877546960101396,-0.02227343045947702,0
44,0.0017599999999999838,5.000049991798719,0.018548757124844717,-0.02197587102489131,0
45,0.0018000000000000238,5.000378781950543,0.01789117745471111,-0.021349476324385722,0
46,0.0018400000000000638,5.000049991798719,0.018548757124844717,-0.022038195357351936,0
47,0.0018800000000001038,5.000049991798719,0.01756238761983417,-0.0210829194329743,0
48,0.0019199999999999218,5.000049991798719,0.018548757124844717,-0.022100336561364054,0
49,0.0019599999999999618,5.000378781950543,0.01821996728971463,-0.0218025482176578,0
50,0.0020000000000000018,5.001036362253937,0.01789117745471111,-0.021504713567775537,0
51,0.0020400000000000418,5.000378781950543,0.01821996728971463,-0.021864412107607083,0
52,0.002080000000000082,5.000049991798719,0.017233597785083862,-0.020908904653879085,0
53,0.0021199999999998997,5.000378781950543,0.01821996728971463,-0.021926089382216046,0
54,0.0021599999999999397,5.001036362253937,0.017233597785083862,-0.020970488101186388,0
55,0.0021999999999999797,5.000378781950543,0.016247228281592724,-0.020014839648647677,0
56,0.0022400000000000198,5.000378781950543,0.016576018115963126,-0.020374303189145168,0
57,0.0022800000000000598,5.000707572102282,0.016904807950460177,-0.02073371921313635,0
58,0.0023200000000000998,5.000049991798719,0.016247228281592724,-0.02010671804569354,0
59,0.0023599999999999177,5.000049991798719,0.016904807950460177,-0.020794828356852736,0
60,0.0023999999999999577,5.000049991798719,0.016904807950460177,-0.020825310969323323,0
61,0.0024399999999999977,5.000378781950543,0.017233597785083862,-0.02118453521628542,0
62,0.0024800000000000377,5.000707572102282,0.016904807950460177,-0.020886131423936253,0
63,0.0025200000000000777,5.000049991798719,0.016576018115963126,-0.020587679092099437,0
64,0.0025599999999998957,4.99972120164681,0.015918438447348998,-0.019960388217364317,0
65,0.0025999999999999357,5.000378781950543,0.016576018115963126,-0.02064820780229476,0
66,0.0026399999999999757,4.999392411494816,0.015589648613231935,-0.019692029169923284,0
