M3_i,M6_c,I20_I10,A59_c,M3_i_0,M6_c_0,I20_I10_0,A59_c_0,M3_i_1,M6_c_1,I20_I10_1,A59_c_1,M3_i_2,M6_c_2,I20_I10_2,A59_c_2,M3_i_3,M6_c_3,I20_I10_3,A59_c_3,M3_i_4,M6_c_4,I20_I10_4,A59_c_4,M3_i_5,M6_c_5,I20_I10_5,A59_c_5,M3_i_6,M6_c_6,I20_I10_6,A59_c_6,M3_i_7,M6_c_7,I20_I10_7,A59_c_7,M3_i_8,M6_c_8,I20_I10_8,A59_c_8,M3_i_9,M6_c_9,I20_I10_9,A59_c_9,M3_i_10,M6_c_10,I20_I10_10,A59_c_10
670.867487104,7.3270571856522055,0.784491059145902,5.854767800376383,1007.5756264,7.305837694573687,0.9735847604682952,5.897092577138388,1608.01993457,7.3076558093301465,0.9537733526248444,5.927001837793945,1537.03258546,7.321839675477341,1.0520236002958898,5.89753405610622,882.3925317439999,7.3100481303048435,0.931179198208016,5.897706180642352,835.5489425119999,7.307818797422851,0.8651189565183321,5.865860422651264,286.564259231,7.299991704327447,0.7593548785024379,5.8860924777333405,337.433859747,7.281317710538982,0.8058864979423918,5.925234178635298,490.58096096766667,7.234058266306625,0.7453440865568658,5.893505366887696,643.7280621883333,7.186798822074268,1.2444452180449912,5.9551703244258976,796.8751634089999,7.2369108367771755,0.7330020055298336,5.860376153958263,992.3406480680001,7.287022851480083,0.8614083811320093,5.883719665459078
1007.5756264,7.305837694573687,0.9735847604682952,5.897092577138388,1608.01993457,7.3076558093301465,0.9537733526248444,5.927001837793945,1537.03258546,7.321839675477341,1.0520236002958898,5.89753405610622,882.3925317439999,7.3100481303048435,0.931179198208016,5.897706180642352,835.5489425119999,7.307818797422851,0.8651189565183321,5.865860422651264,286.564259231,7.299991704327447,0.7593548785024379,5.8860924777333405,337.433859747,7.281317710538982,0.8058864979423918,5.925234178635298,490.58096096766667,7.234058266306625,0.7453440865568658,5.893505366887696,643.7280621883333,7.186798822074268,1.2444452180449912,5.9551703244258976,796.8751634089999,7.2369108367771755,0.7330020055298336,5.860376153958263,992.3406480680001,7.287022851480083,0.8614083811320093,5.883719665459078,1165.297691,7.322617297699701,0.9978925975167902,5.859789309914527
1608.01993457,7.3076558093301465,0.9537733526248444,5.927001837793945,1537.03258546,7.321839675477341,1.0520236002958898,5.89753405610622,882.3925317439999,7.3100481303048435,0.931179198208016,5.897706180642352,835.5489425119999,7.307818797422851,0.8651189565183321,5.865860422651264,286.564259231,7.299991704327447,0.7593548785024379,5.8860924777333405,337.433859747,7.281317710538982,0.8058864979423918,5.925234178635298,490.58096096766667,7.234058266306625,0.7453440865568658,5.893505366887696,643.7280621883333,7.186798822074268,1.2444452180449912,5.9551703244258976,796.8751634089999,7.2369108367771755,0.7330020055298336,5.860376153958263,992.3406480680001,7.287022851480083,0.8614083811320093,5.883719665459078,1165.297691,7.322617297699701,0.9978925975167902,5.859789309914527,1420.2336707,7.314017736859706,1.0046464568948759,5.930332625582058
1537.03258546,7.321839675477341,1.0520236002958898,5.89753405610622,882.3925317439999,7.3100481303048435,0.931179198208016,5.897706180642352,835.5489425119999,7.307818797422851,0.8651189565183321,5.865860422651264,286.564259231,7.299991704327447,0.7593548785024379,5.8860924777333405,337.433859747,7.281317710538982,0.8058864979423918,5.925234178635298,490.58096096766667,7.234058266306625,0.7453440865568658,5.893505366887696,643.7280621883333,7.186798822074268,1.2444452180449912,5.9551703244258976,796.8751634089999,7.2369108367771755,0.7330020055298336,5.860376153958263,992.3406480680001,7.287022851480083,0.8614083811320093,5.883719665459078,1165.297691,7.322617297699701,0.9978925975167902,5.859789309914527,1420.2336707,7.314017736859706,1.0046464568948759,5.930332625582058,1612.45157433,7.312931928655164,0.9927426747129141,5.921079724921683
882.3925317439999,7.3100481303048435,0.931179198208016,5.897706180642352,835.5489425119999,7.307818797422851,0.8651189565183321,5.865860422651264,286.564259231,7.299991704327447,0.7593548785024379,5.8860924777333405,337.433859747,7.281317710538982,0.8058864979423918,5.925234178635298,490.58096096766667,7.234058266306625,0.7453440865568658,5.893505366887696,643.7280621883333,7.186798822074268,1.2444452180449912,5.9551703244258976,796.8751634089999,7.2369108367771755,0.7330020055298336,5.860376153958263,992.3406480680001,7.287022851480083,0.8614083811320093,5.883719665459078,1165.297691,7.322617297699701,0.9978925975167902,5.859789309914527,1420.2336707,7.314017736859706,1.0046464568948759,5.930332625582058,1612.45157433,7.312931928655164,0.9927426747129141,5.921079724921683,1710.94845277,7.346471719931032,0.9544685268711754,5.9125404449502295
835.5489425119999,7.307818797422851,0.8651189565183321,5.865860422651264,286.564259231,7.299991704327447,0.7593548785024379,5.8860924777333405,337.433859747,7.281317710538982,0.8058864979423918,5.925234178635298,490.58096096766667,7.234058266306625,0.7453440865568658,5.893505366887696,643.7280621883333,7.186798822074268,1.2444452180449912,5.9551703244258976,796.8751634089999,7.2369108367771755,0.7330020055298336,5.860376153958263,992.3406480680001,7.287022851480083,0.8614083811320093,5.883719665459078,1165.297691,7.322617297699701,0.9978925975167902,5.859789309914527,1420.2336707,7.314017736859706,1.0046464568948759,5.930332625582058,1612.45157433,7.312931928655164,0.9927426747129141,5.921079724921683,1710.94845277,7.346471719931032,0.9544685268711754,5.9125404449502295,818.51455846,7.305665555357749,1.0492675784004606,5.87678293532738
286.564259231,7.299991704327447,0.7593548785024379,5.8860924777333405,337.433859747,7.281317710538982,0.8058864979423918,5.925234178635298,490.58096096766667,7.234058266306625,0.7453440865568658,5.893505366887696,643.7280621883333,7.186798822074268,1.2444452180449912,5.9551703244258976,796.8751634089999,7.2369108367771755,0.7330020055298336,5.860376153958263,992.3406480680001,7.287022851480083,0.8614083811320093,5.883719665459078,1165.297691,7.322617297699701,0.9978925975167902,5.859789309914527,1420.2336707,7.314017736859706,1.0046464568948759,5.930332625582058,1612.45157433,7.312931928655164,0.9927426747129141,5.921079724921683,1710.94845277,7.346471719931032,0.9544685268711754,5.9125404449502295,818.51455846,7.305665555357749,1.0492675784004606,5.87678293532738,779.7085274560001,7.302129819835629,0.8017939910807672,5.842405242063711
337.433859747,7.281317710538982,0.8058864979423918,5.925234178635298,490.58096096766667,7.234058266306625,0.7453440865568658,5.893505366887696,643.7280621883333,7.186798822074268,1.2444452180449912,5.9551703244258976,796.8751634089999,7.2369108367771755,0.7330020055298336,5.860376153958263,992.3406480680001,7.287022851480083,0.8614083811320093,5.883719665459078,1165.297691,7.322617297699701,0.9978925975167902,5.859789309914527,1420.2336707,7.314017736859706,1.0046464568948759,5.930332625582058,1612.45157433,7.312931928655164,0.9927426747129141,5.921079724921683,1710.94845277,7.346471719931032,0.9544685268711754,5.9125404449502295,818.51455846,7.305665555357749,1.0492675784004606,5.87678293532738,779.7085274560001,7.302129819835629,0.8017939910807672,5.842405242063711,688.543642217,7.249752115966647,0.7364659061705917,5.929758298172889
490.58096096766667,7.234058266306625,0.7453440865568658,5.893505366887696,643.7280621883333,7.186798822074268,1.2444452180449912,5.9551703244258976,796.8751634089999,7.2369108367771755,0.7330020055298336,5.860376153958263,992.3406480680001,7.287022851480083,0.8614083811320093,5.883719665459078,1165.297691,7.322617297699701,0.9978925975167902,5.859789309914527,1420.2336707,7.314017736859706,1.0046464568948759,5.930332625582058,1612.45157433,7.312931928655164,0.9927426747129141,5.921079724921683,1710.94845277,7.346471719931032,0.9544685268711754,5.9125404449502295,818.51455846,7.305665555357749,1.0492675784004606,5.87678293532738,779.7085274560001,7.302129819835629,0.8017939910807672,5.842405242063711,688.543642217,7.249752115966647,0.7364659061705917,5.929758298172889,588.42531173,7.266903182733947,0.7887709672894281,5.891758907996273
643.7280621883333,7.186798822074268,1.2444452180449912,5.9551703244258976,796.8751634089999,7.2369108367771755,0.7330020055298336,5.860376153958263,992.3406480680001,7.287022851480083,0.8614083811320093,5.883719665459078,1165.297691,7.322617297699701,0.9978925975167902,5.859789309914527,1420.2336707,7.314017736859706,1.0046464568948759,5.930332625582058,1612.45157433,7.312931928655164,0.9927426747129141,5.921079724921683,1710.94845277,7.346471719931032,0.9544685268711754,5.9125404449502295,818.51455846,7.305665555357749,1.0492675784004606,5.87678293532738,779.7085274560001,7.302129819835629,0.8017939910807672,5.842405242063711,688.543642217,7.249752115966647,0.7364659061705917,5.929758298172889,588.42531173,7.266903182733947,0.7887709672894281,5.891758907996273,696.6871469065,7.2840542495012475,0.7423414009434269,5.9213506179145705
